userID,days,place 1,place 2,place 3,place 4,place 5,place 6,place 7,place 8,place 9,place 10,gender,children,with,season,budget
756,6,Patenga Sea Beach,Naval Beach,Mohamaya Lake,Napittachora Waterfalls,Abhay Mitra Ghat,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Male,Yes,Solo,Summer,19063.0
757,2,Chittagong Circuit House,Naval Beach,Bashbaria Sea Beach,Foy's Lake,Karnaphuli River,Khoiyachora Waterfall,Bhatiari,Abhay Mitra Ghat,Chandranath Hill and Temple,Napittachora Waterfalls,Female,No,Couple,Winter,19525.2
758,2,Mohamaya Lake,Khoiyachora Waterfall,Napittachora Waterfalls,Naval Beach,Abhay Mitra Ghat,Patenga Sea Beach,,,,,Male,No,Solo,Summer,17490.0
759,3,Naval Beach,Abhay Mitra Ghat,Khoiyachora Waterfall,,,,,,,,Female,No,Solo,Summer,14247.0
760,8,Khoiyachora Waterfall,Mohamaya Lake,Patenga Sea Beach,Bhatiari,Chandranath Hill and Temple,Naval Beach,Napittachora Waterfalls,Abhay Mitra Ghat,Karnaphuli River,Foy's Lake,Female,No,Solo,Winter,6806.0
761,6,Foy's Lake,Abhay Mitra Ghat,Karnaphuli River,Napittachora Waterfalls,Naval Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Mohamaya Lake,Patenga Sea Beach,Chandranath Hill and Temple,Male,Yes,Couple,Summer,20000.0
762,2,Karnaphuli River,Naval Beach,,,,,,,,,Female,Yes,Family,Monsoon,20000.0
763,6,Chittagong Circuit House,Abhay Mitra Ghat,Khoiyachora Waterfall,Bhatiari,Chandranath Hill and Temple,Bashbaria Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Patenga Sea Beach,,Male,No,Couple,Autumn,20000.0
764,6,Bashbaria Sea Beach,Mohamaya Lake,Abhay Mitra Ghat,Foy's Lake,Naval Beach,,,,,,Female,Yes,Solo,Summer,7118.0
765,6,Chittagong Circuit House,Patenga Sea Beach,Naval Beach,Bashbaria Sea Beach,,,,,,,Female,No,Couple,Monsoon,13383.6
766,6,Foy's Lake,Guliakhali Sea Beach,Karnaphuli River,Naval Beach,Mohamaya Lake,Napittachora Waterfalls,Patenga Sea Beach,,,,Female,Yes,Solo,Winter,8727.0
767,5,Bhatiari,Chandranath Hill and Temple,Naval Beach,Foy's Lake,,,,,,,Male,Yes,Couple,Summer,5869.2
768,7,Bashbaria Sea Beach,Foy's Lake,Guliakhali Sea Beach,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Napittachora Waterfalls,Mohamaya Lake,Bhatiari,Abhay Mitra Ghat,Female,No,Couple,Winter,11182.8
769,7,Guliakhali Sea Beach,Chittagong Circuit House,Karnaphuli River,Naval Beach,,,,,,,Female,Yes,Solo,Summer,9391.0
770,5,Naval Beach,Patenga Sea Beach,Foy's Lake,Khoiyachora Waterfall,Napittachora Waterfalls,Abhay Mitra Ghat,Karnaphuli River,Bhatiari,Mohamaya Lake,,Male,Yes,Solo,Summer,17260.0
771,2,Chittagong Circuit House,Patenga Sea Beach,,,,,,,,,Male,No,Couple,Winter,4226.4
772,6,Chandranath Hill and Temple,Abhay Mitra Ghat,Foy's Lake,Guliakhali Sea Beach,Chittagong Circuit House,Karnaphuli River,Mohamaya Lake,Bhatiari,,,Male,No,Friends,Summer,18692.0
773,8,Mohamaya Lake,Chittagong Circuit House,Chandranath Hill and Temple,Karnaphuli River,Abhay Mitra Ghat,Naval Beach,Khoiyachora Waterfall,,,,Male,No,Solo,Winter,6103.0
774,5,Abhay Mitra Ghat,Chandranath Hill and Temple,Karnaphuli River,Foy's Lake,,,,,,,Male,No,Couple,Winter,13364.4
775,3,Naval Beach,Napittachora Waterfalls,Foy's Lake,,,,,,,,Female,No,Family,Autumn,20000.0
776,5,Guliakhali Sea Beach,Naval Beach,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,,,,,,Male,No,Family,Summer,9675.0
777,7,Bashbaria Sea Beach,Naval Beach,Mohamaya Lake,Chittagong Circuit House,Guliakhali Sea Beach,Napittachora Waterfalls,,,,,Male,Yes,Solo,Summer,10984.0
778,1,Chandranath Hill and Temple,Foy's Lake,Abhay Mitra Ghat,Patenga Sea Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,Naval Beach,Guliakhali Sea Beach,,,Female,Yes,Solo,Summer,11429.0
779,1,Chittagong Circuit House,Bashbaria Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,Guliakhali Sea Beach,,,,,,Female,No,Couple,Monsoon,13774.8
780,3,Naval Beach,Bhatiari,Abhay Mitra Ghat,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,No,Couple,Monsoon,5761.2
781,4,Naval Beach,Bashbaria Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Chandranath Hill and Temple,,,,Male,Yes,Friends,Monsoon,12701.0
782,7,Khoiyachora Waterfall,Abhay Mitra Ghat,Napittachora Waterfalls,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Naval Beach,,,,Female,No,Family,Winter,12640.5
783,3,Karnaphuli River,Foy's Lake,Guliakhali Sea Beach,Bhatiari,Naval Beach,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,,,Male,Yes,Solo,Summer,19917.0
784,9,Chittagong Circuit House,Napittachora Waterfalls,Foy's Lake,Abhay Mitra Ghat,Karnaphuli River,Naval Beach,Patenga Sea Beach,,,,Female,No,Solo,Monsoon,7601.0
785,4,Abhay Mitra Ghat,Chittagong Circuit House,Bashbaria Sea Beach,Khoiyachora Waterfall,Naval Beach,Bhatiari,Foy's Lake,Mohamaya Lake,Napittachora Waterfalls,Guliakhali Sea Beach,Male,Yes,Couple,Summer,12404.4
786,9,Mohamaya Lake,Guliakhali Sea Beach,Bhatiari,Abhay Mitra Ghat,Khoiyachora Waterfall,,,,,,Male,No,Friends,Summer,12224.0
787,5,Napittachora Waterfalls,Abhay Mitra Ghat,Mohamaya Lake,Bashbaria Sea Beach,Bhatiari,Patenga Sea Beach,Chittagong Circuit House,Karnaphuli River,Naval Beach,Guliakhali Sea Beach,Male,No,Couple,Autumn,20000.0
788,5,Chandranath Hill and Temple,Khoiyachora Waterfall,Foy's Lake,Abhay Mitra Ghat,Napittachora Waterfalls,Bashbaria Sea Beach,Naval Beach,Karnaphuli River,Chittagong Circuit House,,Male,No,Friends,Summer,3318.0
789,2,Abhay Mitra Ghat,Karnaphuli River,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,Male,Yes,Solo,Winter,15983.0
790,7,Abhay Mitra Ghat,Bhatiari,Khoiyachora Waterfall,Mohamaya Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,Female,No,Solo,Autumn,14711.0
791,5,Foy's Lake,Guliakhali Sea Beach,Mohamaya Lake,Karnaphuli River,Bashbaria Sea Beach,Naval Beach,Khoiyachora Waterfall,,,,Female,Yes,Friends,Autumn,12269.0
792,7,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Bhatiari,Abhay Mitra Ghat,Mohamaya Lake,Naval Beach,Khoiyachora Waterfall,Female,Yes,Friends,Winter,19056.0
793,5,Napittachora Waterfalls,Abhay Mitra Ghat,Bashbaria Sea Beach,,,,,,,,Female,Yes,Couple,Autumn,18487.2
794,4,Guliakhali Sea Beach,Napittachora Waterfalls,Karnaphuli River,Chandranath Hill and Temple,Bhatiari,Abhay Mitra Ghat,Foy's Lake,Chittagong Circuit House,Patenga Sea Beach,Bashbaria Sea Beach,Female,Yes,Couple,Monsoon,9913.199999999999
795,7,Abhay Mitra Ghat,Guliakhali Sea Beach,Chandranath Hill and Temple,Naval Beach,Khoiyachora Waterfall,Patenga Sea Beach,Bashbaria Sea Beach,,,,Female,No,Couple,Autumn,16297.199999999999
796,4,Chittagong Circuit House,Khoiyachora Waterfall,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,Female,Yes,Couple,Summer,18274.8
797,6,Guliakhali Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,Foy's Lake,Napittachora Waterfalls,Chittagong Circuit House,Karnaphuli River,,,,Male,Yes,Family,Monsoon,20000.0
798,5,Chittagong Circuit House,Patenga Sea Beach,Bashbaria Sea Beach,Foy's Lake,,,,,,,Male,No,Friends,Winter,16693.0
799,2,Naval Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Bhatiari,Mohamaya Lake,Napittachora Waterfalls,Foy's Lake,Bashbaria Sea Beach,Chandranath Hill and Temple,,Male,Yes,Family,Summer,20000.0
800,9,Patenga Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,Napittachora Waterfalls,Bhatiari,Abhay Mitra Ghat,Karnaphuli River,Chandranath Hill and Temple,,,Male,No,Friends,Summer,12530.0
801,5,Patenga Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,Foy's Lake,Karnaphuli River,Khoiyachora Waterfall,Abhay Mitra Ghat,Female,No,Family,Winter,20000.0
802,2,Naval Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,,,,,,,,Male,No,Couple,Monsoon,20000.0
803,3,Naval Beach,Bhatiari,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,Male,No,Friends,Monsoon,16250.0
804,3,Guliakhali Sea Beach,Mohamaya Lake,Naval Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,,,,,,Female,Yes,Friends,Winter,6440.0
805,2,Patenga Sea Beach,Bhatiari,Mohamaya Lake,Bashbaria Sea Beach,Chittagong Circuit House,Khoiyachora Waterfall,Foy's Lake,Karnaphuli River,,,Male,Yes,Family,Monsoon,20000.0
806,1,Naval Beach,Guliakhali Sea Beach,Chittagong Circuit House,,,,,,,,Male,Yes,Family,Autumn,13153.5
807,1,Chandranath Hill and Temple,Foy's Lake,Karnaphuli River,Naval Beach,Bashbaria Sea Beach,,,,,,Female,No,Family,Winter,10213.5
808,6,Bashbaria Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,Foy's Lake,Khoiyachora Waterfall,Napittachora Waterfalls,Naval Beach,Patenga Sea Beach,,,Male,Yes,Couple,Autumn,20000.0
809,6,Bhatiari,Naval Beach,Chittagong Circuit House,Mohamaya Lake,Guliakhali Sea Beach,Foy's Lake,Patenga Sea Beach,,,,Male,Yes,Friends,Autumn,10591.0
810,5,Patenga Sea Beach,Napittachora Waterfalls,Foy's Lake,Khoiyachora Waterfall,Naval Beach,Abhay Mitra Ghat,Bhatiari,Chittagong Circuit House,Karnaphuli River,,Male,Yes,Friends,Monsoon,7955.0
811,1,Naval Beach,Foy's Lake,Bashbaria Sea Beach,Guliakhali Sea Beach,,,,,,,Male,No,Solo,Summer,17201.0
812,6,Napittachora Waterfalls,Bhatiari,Foy's Lake,Naval Beach,Mohamaya Lake,Karnaphuli River,Abhay Mitra Ghat,Khoiyachora Waterfall,Chandranath Hill and Temple,Chittagong Circuit House,Female,Yes,Family,Autumn,6079.5
813,10,Bashbaria Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,Abhay Mitra Ghat,Naval Beach,Mohamaya Lake,Khoiyachora Waterfall,Patenga Sea Beach,Bhatiari,Chandranath Hill and Temple,Male,Yes,Solo,Winter,10472.0
814,5,Chandranath Hill and Temple,Khoiyachora Waterfall,Bashbaria Sea Beach,Naval Beach,Guliakhali Sea Beach,,,,,,Female,Yes,Couple,Autumn,5148.0
815,9,Karnaphuli River,Naval Beach,Chittagong Circuit House,Chandranath Hill and Temple,Bashbaria Sea Beach,,,,,,Male,No,Solo,Autumn,9525.0
816,10,Bhatiari,Bashbaria Sea Beach,Napittachora Waterfalls,Naval Beach,Chittagong Circuit House,Karnaphuli River,Patenga Sea Beach,Chandranath Hill and Temple,Foy's Lake,,Male,No,Family,Summer,20000.0
817,5,Chittagong Circuit House,Foy's Lake,Khoiyachora Waterfall,Chandranath Hill and Temple,Bhatiari,Patenga Sea Beach,Bashbaria Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Abhay Mitra Ghat,Female,Yes,Friends,Winter,11336.0
818,2,Napittachora Waterfalls,Guliakhali Sea Beach,Karnaphuli River,Bashbaria Sea Beach,Naval Beach,Patenga Sea Beach,,,,,Female,Yes,Solo,Autumn,11802.0
819,4,Guliakhali Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Mohamaya Lake,Patenga Sea Beach,,,,,,Female,Yes,Couple,Monsoon,15952.8
820,1,Bhatiari,Napittachora Waterfalls,Naval Beach,Bashbaria Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Khoiyachora Waterfall,,,,Male,Yes,Family,Autumn,12246.0
821,4,Chandranath Hill and Temple,Naval Beach,Chittagong Circuit House,Bashbaria Sea Beach,Patenga Sea Beach,Abhay Mitra Ghat,Khoiyachora Waterfall,Mohamaya Lake,Bhatiari,,Female,Yes,Friends,Summer,15910.0
822,4,Khoiyachora Waterfall,Karnaphuli River,Chandranath Hill and Temple,Chittagong Circuit House,Abhay Mitra Ghat,Mohamaya Lake,Patenga Sea Beach,Napittachora Waterfalls,,,Male,Yes,Solo,Autumn,10293.0
823,3,Bashbaria Sea Beach,Napittachora Waterfalls,Abhay Mitra Ghat,Khoiyachora Waterfall,,,,,,,Male,No,Couple,Monsoon,4756.8
824,4,Patenga Sea Beach,Bhatiari,Karnaphuli River,Mohamaya Lake,Chittagong Circuit House,Khoiyachora Waterfall,Napittachora Waterfalls,Bashbaria Sea Beach,Abhay Mitra Ghat,Naval Beach,Male,No,Friends,Autumn,13987.0
825,7,Chandranath Hill and Temple,Bhatiari,Naval Beach,Napittachora Waterfalls,,,,,,,Male,No,Friends,Winter,5541.0
826,4,Chandranath Hill and Temple,Bhatiari,Chittagong Circuit House,Napittachora Waterfalls,Khoiyachora Waterfall,Patenga Sea Beach,Mohamaya Lake,Naval Beach,,,Female,No,Solo,Monsoon,15538.0
827,10,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,Bashbaria Sea Beach,Mohamaya Lake,Bhatiari,Chittagong Circuit House,Napittachora Waterfalls,,Male,Yes,Solo,Autumn,11999.0
828,10,Mohamaya Lake,Patenga Sea Beach,Bhatiari,Naval Beach,Napittachora Waterfalls,Chittagong Circuit House,Karnaphuli River,Bashbaria Sea Beach,Abhay Mitra Ghat,Guliakhali Sea Beach,Female,Yes,Friends,Summer,17268.0
829,5,Chittagong Circuit House,Karnaphuli River,Napittachora Waterfalls,Naval Beach,,,,,,,Male,Yes,Friends,Monsoon,7947.0
830,1,Abhay Mitra Ghat,Guliakhali Sea Beach,Naval Beach,Napittachora Waterfalls,Patenga Sea Beach,Bashbaria Sea Beach,,,,,Female,No,Friends,Summer,11947.0
831,9,Chittagong Circuit House,Foy's Lake,Mohamaya Lake,Guliakhali Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Bashbaria Sea Beach,Napittachora Waterfalls,,,Female,Yes,Friends,Summer,10637.0
832,7,Khoiyachora Waterfall,Abhay Mitra Ghat,Mohamaya Lake,Guliakhali Sea Beach,Naval Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,,Male,No,Friends,Winter,17786.0
833,10,Karnaphuli River,Khoiyachora Waterfall,,,,,,,,,Male,No,Family,Summer,9510.0
834,2,Bhatiari,Khoiyachora Waterfall,Chandranath Hill and Temple,,,,,,,,Female,No,Couple,Autumn,9513.6
835,6,Patenga Sea Beach,Chittagong Circuit House,Karnaphuli River,Bhatiari,Napittachora Waterfalls,Naval Beach,,,,,Female,Yes,Solo,Summer,13924.0
836,7,Naval Beach,Mohamaya Lake,Foy's Lake,Chittagong Circuit House,Bashbaria Sea Beach,Abhay Mitra Ghat,Napittachora Waterfalls,,,,Female,Yes,Solo,Summer,13720.0
837,6,Chandranath Hill and Temple,Abhay Mitra Ghat,Bhatiari,Foy's Lake,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,Yes,Friends,Monsoon,5603.0
838,8,Naval Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Mohamaya Lake,Bhatiari,Chittagong Circuit House,Abhay Mitra Ghat,Guliakhali Sea Beach,,Female,No,Family,Summer,14499.0
839,10,Mohamaya Lake,,,,,,,,,,Male,No,Couple,Autumn,19988.399999999998
840,9,Naval Beach,Abhay Mitra Ghat,Patenga Sea Beach,Napittachora Waterfalls,Karnaphuli River,Guliakhali Sea Beach,Chandranath Hill and Temple,Bashbaria Sea Beach,,,Female,No,Couple,Autumn,7633.2
841,5,Karnaphuli River,Abhay Mitra Ghat,Mohamaya Lake,Bashbaria Sea Beach,Naval Beach,Chandranath Hill and Temple,Bhatiari,Khoiyachora Waterfall,,,Male,No,Friends,Summer,3868.0
842,3,Bashbaria Sea Beach,Abhay Mitra Ghat,Bhatiari,Naval Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Karnaphuli River,Patenga Sea Beach,Khoiyachora Waterfall,Chittagong Circuit House,Female,Yes,Solo,Autumn,13146.0
843,9,Chittagong Circuit House,Foy's Lake,Naval Beach,Chandranath Hill and Temple,,,,,,,Male,No,Couple,Summer,20000.0
844,3,Karnaphuli River,Abhay Mitra Ghat,Chittagong Circuit House,Foy's Lake,,,,,,,Male,Yes,Solo,Winter,11738.0
845,10,Khoiyachora Waterfall,Chandranath Hill and Temple,Foy's Lake,Guliakhali Sea Beach,Naval Beach,Mohamaya Lake,Chittagong Circuit House,Bhatiari,,,Female,No,Couple,Autumn,20000.0
846,1,Patenga Sea Beach,Chittagong Circuit House,Mohamaya Lake,Naval Beach,Bashbaria Sea Beach,,,,,,Female,No,Friends,Winter,8885.0
847,8,Patenga Sea Beach,Abhay Mitra Ghat,,,,,,,,,Female,Yes,Solo,Winter,4046.0
848,8,Naval Beach,Bashbaria Sea Beach,Mohamaya Lake,Patenga Sea Beach,Khoiyachora Waterfall,Bhatiari,Guliakhali Sea Beach,Napittachora Waterfalls,Karnaphuli River,Chandranath Hill and Temple,Male,No,Family,Monsoon,20000.0
849,2,Bhatiari,Patenga Sea Beach,Chittagong Circuit House,Naval Beach,Napittachora Waterfalls,Khoiyachora Waterfall,,,,,Male,No,Solo,Monsoon,6467.0
850,8,Foy's Lake,Chittagong Circuit House,Karnaphuli River,Bashbaria Sea Beach,Naval Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Bhatiari,Guliakhali Sea Beach,Napittachora Waterfalls,Female,Yes,Friends,Winter,4022.0
851,1,Patenga Sea Beach,Chandranath Hill and Temple,Guliakhali Sea Beach,Khoiyachora Waterfall,Naval Beach,,,,,,Female,Yes,Solo,Monsoon,18626.0
852,3,Chittagong Circuit House,Khoiyachora Waterfall,Bhatiari,Karnaphuli River,Guliakhali Sea Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Foy's Lake,Bashbaria Sea Beach,,Male,No,Friends,Autumn,4794.0
853,10,Foy's Lake,Naval Beach,Karnaphuli River,Bashbaria Sea Beach,,,,,,,Male,Yes,Couple,Winter,20000.0
854,2,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,,,,,,,,Male,Yes,Family,Autumn,7762.5
855,1,Napittachora Waterfalls,Chittagong Circuit House,Bashbaria Sea Beach,Patenga Sea Beach,Guliakhali Sea Beach,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Khoiyachora Waterfall,Female,Yes,Family,Summer,11872.5
856,6,Foy's Lake,Guliakhali Sea Beach,,,,,,,,,Female,Yes,Family,Summer,8908.5
857,1,Abhay Mitra Ghat,Foy's Lake,Bashbaria Sea Beach,Patenga Sea Beach,Bhatiari,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,Male,Yes,Solo,Monsoon,17435.0
858,9,Bashbaria Sea Beach,Napittachora Waterfalls,Foy's Lake,Chandranath Hill and Temple,,,,,,,Male,No,Couple,Monsoon,15368.4
859,3,Naval Beach,Guliakhali Sea Beach,Patenga Sea Beach,Karnaphuli River,Bhatiari,Khoiyachora Waterfall,Chandranath Hill and Temple,Foy's Lake,Mohamaya Lake,Abhay Mitra Ghat,Female,Yes,Solo,Summer,5057.0
860,9,Naval Beach,Abhay Mitra Ghat,Chittagong Circuit House,Patenga Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,Male,No,Solo,Summer,5263.0
861,8,Chandranath Hill and Temple,,,,,,,,,,Male,Yes,Couple,Autumn,3849.6
862,3,Mohamaya Lake,Chandranath Hill and Temple,Bhatiari,Abhay Mitra Ghat,Patenga Sea Beach,Naval Beach,Karnaphuli River,Napittachora Waterfalls,,,Male,No,Solo,Summer,7436.0
863,3,Chandranath Hill and Temple,,,,,,,,,,Male,Yes,Friends,Autumn,12837.0
864,9,Bhatiari,Khoiyachora Waterfall,Chittagong Circuit House,Naval Beach,Patenga Sea Beach,Foy's Lake,Bashbaria Sea Beach,Guliakhali Sea Beach,Napittachora Waterfalls,,Male,Yes,Solo,Winter,11599.0
865,2,Naval Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,,Male,No,Solo,Monsoon,4344.0
866,8,Guliakhali Sea Beach,Napittachora Waterfalls,Foy's Lake,Patenga Sea Beach,Naval Beach,Bashbaria Sea Beach,,,,,Female,No,Friends,Monsoon,4640.0
867,10,Mohamaya Lake,,,,,,,,,,Male,No,Couple,Summer,4363.2
868,3,Guliakhali Sea Beach,Naval Beach,Karnaphuli River,Napittachora Waterfalls,Mohamaya Lake,Chittagong Circuit House,Bashbaria Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,,Male,Yes,Couple,Summer,15484.8
869,10,Bhatiari,Khoiyachora Waterfall,Abhay Mitra Ghat,Chittagong Circuit House,Guliakhali Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,,,,Female,No,Family,Winter,9787.5
870,9,Bashbaria Sea Beach,Bhatiari,Chittagong Circuit House,Patenga Sea Beach,,,,,,,Male,Yes,Couple,Monsoon,12144.0
871,10,Chittagong Circuit House,Bhatiari,Abhay Mitra Ghat,Napittachora Waterfalls,Khoiyachora Waterfall,Chandranath Hill and Temple,,,,,Male,Yes,Solo,Winter,13348.0
872,9,Bashbaria Sea Beach,Chittagong Circuit House,Khoiyachora Waterfall,Napittachora Waterfalls,Guliakhali Sea Beach,Patenga Sea Beach,Naval Beach,,,,Female,Yes,Couple,Summer,20000.0
873,8,Khoiyachora Waterfall,Abhay Mitra Ghat,Bhatiari,Patenga Sea Beach,Mohamaya Lake,Foy's Lake,Naval Beach,Guliakhali Sea Beach,,,Female,Yes,Friends,Winter,8017.0
874,8,Napittachora Waterfalls,Naval Beach,Mohamaya Lake,Chandranath Hill and Temple,Bashbaria Sea Beach,Patenga Sea Beach,,,,,Female,Yes,Family,Autumn,20000.0
875,1,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,,,Male,Yes,Friends,Monsoon,11361.0
876,3,Guliakhali Sea Beach,Chandranath Hill and Temple,,,,,,,,,Male,Yes,Couple,Autumn,11554.8
877,2,Naval Beach,Bhatiari,Chandranath Hill and Temple,Patenga Sea Beach,,,,,,,Female,Yes,Solo,Monsoon,16867.0
878,1,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Mohamaya Lake,,,,,,,Female,No,Family,Monsoon,20000.0
879,3,Karnaphuli River,Napittachora Waterfalls,Guliakhali Sea Beach,,,,,,,,Male,Yes,Family,Monsoon,20000.0
880,10,Napittachora Waterfalls,Abhay Mitra Ghat,Patenga Sea Beach,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Foy's Lake,Chittagong Circuit House,Bashbaria Sea Beach,,Female,No,Couple,Autumn,9198.0
881,3,Naval Beach,Foy's Lake,Chittagong Circuit House,Abhay Mitra Ghat,Karnaphuli River,Khoiyachora Waterfall,Bhatiari,Chandranath Hill and Temple,,,Male,Yes,Family,Winter,15645.0
882,4,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,Khoiyachora Waterfall,Mohamaya Lake,Bashbaria Sea Beach,Bhatiari,,,,Male,Yes,Solo,Monsoon,3036.0
883,8,Mohamaya Lake,Abhay Mitra Ghat,Khoiyachora Waterfall,Chittagong Circuit House,Bhatiari,Guliakhali Sea Beach,,,,,Male,No,Solo,Autumn,9621.0
884,1,Mohamaya Lake,Abhay Mitra Ghat,Foy's Lake,Chittagong Circuit House,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,,,,Male,No,Couple,Monsoon,20000.0
885,7,Abhay Mitra Ghat,Foy's Lake,Mohamaya Lake,Chandranath Hill and Temple,Bhatiari,,,,,,Male,Yes,Friends,Summer,18196.0
886,10,Khoiyachora Waterfall,Napittachora Waterfalls,Chandranath Hill and Temple,Bashbaria Sea Beach,Bhatiari,Chittagong Circuit House,Mohamaya Lake,Guliakhali Sea Beach,,,Female,Yes,Friends,Autumn,5220.0
887,7,Foy's Lake,Napittachora Waterfalls,Guliakhali Sea Beach,,,,,,,,Male,No,Couple,Summer,15112.8
888,5,Mohamaya Lake,Khoiyachora Waterfall,Foy's Lake,Naval Beach,Bhatiari,Guliakhali Sea Beach,Abhay Mitra Ghat,,,,Female,No,Friends,Winter,17735.0
889,9,Khoiyachora Waterfall,Guliakhali Sea Beach,Bhatiari,Karnaphuli River,Bashbaria Sea Beach,,,,,,Female,No,Solo,Winter,13854.0
890,4,Bashbaria Sea Beach,Patenga Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,Chittagong Circuit House,Foy's Lake,Bhatiari,Khoiyachora Waterfall,Napittachora Waterfalls,,Male,Yes,Solo,Monsoon,15404.0
891,9,Naval Beach,Mohamaya Lake,Khoiyachora Waterfall,Bashbaria Sea Beach,Chittagong Circuit House,Patenga Sea Beach,Chandranath Hill and Temple,,,,Male,Yes,Couple,Winter,14160.0
892,2,Chandranath Hill and Temple,Bashbaria Sea Beach,Khoiyachora Waterfall,Karnaphuli River,Napittachora Waterfalls,Guliakhali Sea Beach,,,,,Female,Yes,Couple,Winter,15286.8
893,7,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,Karnaphuli River,Bashbaria Sea Beach,,,,,,Female,Yes,Family,Summer,20000.0
894,8,Chittagong Circuit House,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Foy's Lake,Patenga Sea Beach,Bhatiari,,,,Female,Yes,Solo,Autumn,7862.0
895,5,Mohamaya Lake,Patenga Sea Beach,Karnaphuli River,Chandranath Hill and Temple,,,,,,,Male,No,Couple,Summer,12411.6
896,8,Patenga Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Karnaphuli River,Mohamaya Lake,Chittagong Circuit House,Abhay Mitra Ghat,Guliakhali Sea Beach,,,Male,No,Solo,Summer,19539.0
897,8,Bhatiari,Bashbaria Sea Beach,Foy's Lake,Mohamaya Lake,Chandranath Hill and Temple,Abhay Mitra Ghat,Patenga Sea Beach,,,,Female,No,Couple,Autumn,5032.8
898,5,Karnaphuli River,Guliakhali Sea Beach,Khoiyachora Waterfall,Patenga Sea Beach,,,,,,,Female,No,Family,Summer,15121.5
899,3,Chandranath Hill and Temple,Khoiyachora Waterfall,Chittagong Circuit House,Napittachora Waterfalls,,,,,,,Male,No,Friends,Summer,14855.0
900,9,Bhatiari,Foy's Lake,Patenga Sea Beach,Naval Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,Yes,Couple,Autumn,14774.4
901,10,Napittachora Waterfalls,,,,,,,,,,Male,No,Family,Autumn,19233.0
